,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
11245,INN11246,2,0,0,4,Meal Plan 1,0,Room_Type 1,137,2018,8,23,Online,0,0,0,100.8,0,Canceled
28257,INN28258,2,0,1,4,Meal Plan 1,0,Room_Type 1,118,2017,12,28,Online,0,0,0,110.8,2,Canceled
4349,INN04350,2,2,2,1,Meal Plan 1,0,Room_Type 6,110,2018,7,30,Online,0,0,0,168.1,3,Not_Canceled
29103,INN29104,2,1,2,7,Meal Plan 1,0,Room_Type 1,80,2017,7,31,Online,0,0,0,75.79,1,Not_Canceled
3966,INN03967,1,0,0,1,Meal Plan 1,1,Room_Type 1,28,2018,7,14,Corporate,0,0,0,67.0,0,Not_Canceled
8552,INN08553,1,1,0,3,Meal Plan 1,0,Room_Type 2,130,2018,5,5,Online,0,0,0,194.85,0,Not_Canceled
35766,INN35767,3,0,1,0,Meal Plan 1,0,Room_Type 4,24,2018,5,29,Online,0,0,0,159.0,2,Not_Canceled
30869,INN30870,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
1116,INN01117,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107.0,0,Canceled
35497,INN35498,2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90.0,0,Canceled
27534,INN27535,1,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,6,18,Online,0,0,0,122.4,1,Canceled
19167,INN19168,2,1,0,3,Meal Plan 1,0,Room_Type 1,99,2018,4,5,Online,0,0,0,90.63,0,Not_Canceled
28933,INN28934,1,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,60.0,0,Not_Canceled
26727,INN26728,2,0,2,2,Meal Plan 1,0,Room_Type 1,59,2018,10,16,Online,0,0,0,126.0,1,Not_Canceled
30343,INN30344,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,9,13,Corporate,0,0,0,65.0,0,Not_Canceled
28172,INN28173,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,22,Corporate,1,0,2,65.0,0,Not_Canceled
640,INN00641,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,82.0,0,Not_Canceled
25343,INN25344,1,0,1,3,Not Selected,0,Room_Type 1,69,2018,11,7,Online,0,0,0,173.0,1,Canceled
15025,INN15026,2,0,2,2,Meal Plan 1,0,Room_Type 1,166,2018,6,19,Online,0,0,0,100.3,1,Canceled
275,INN00276,3,0,2,4,Meal Plan 1,0,Room_Type 4,109,2018,7,6,Online,0,0,0,118.46,4,Not_Canceled
24408,INN24409,2,2,0,1,Meal Plan 1,0,Room_Type 6,5,2017,10,31,Online,0,0,0,177.0,0,Not_Canceled
8493,INN08494,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,5,1,Online,0,0,0,105.3,1,Not_Canceled
10892,INN10893,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
10967,INN10968,2,0,2,5,Meal Plan 1,0,Room_Type 4,113,2018,5,16,Online,0,0,0,137.21,2,Not_Canceled
21955,INN21956,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,29,Offline,0,0,0,85.0,0,Not_Canceled
35922,INN35923,2,0,1,5,Meal Plan 2,0,Room_Type 4,30,2018,8,23,Online,0,0,0,179.25,1,Not_Canceled
21777,INN21778,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,4,11,Online,0,0,0,105.3,1,Not_Canceled
27139,INN27140,1,0,1,0,Not Selected,0,Room_Type 1,56,2018,12,12,Online,0,0,0,79.2,2,Not_Canceled
28158,INN28159,2,0,2,4,Meal Plan 1,0,Room_Type 1,26,2018,10,16,Online,0,0,0,139.0,1,Not_Canceled
29298,INN29299,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,3,14,Online,0,0,0,80.08,1,Not_Canceled
33997,INN33998,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
8039,INN08040,2,0,0,3,Meal Plan 1,0,Room_Type 4,35,2018,10,11,Online,0,0,0,151.5,1,Canceled
16981,INN16982,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95.0,0,Canceled
19146,INN19147,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
2441,INN02442,2,0,0,4,Meal Plan 2,0,Room_Type 1,19,2018,11,2,Online,0,0,0,134.3,1,Not_Canceled
26749,INN26750,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
19878,INN19879,2,0,2,3,Meal Plan 1,0,Room_Type 1,84,2018,4,14,Online,0,0,0,90.95,0,Not_Canceled
22716,INN22717,2,0,1,2,Meal Plan 1,0,Room_Type 1,73,2018,3,21,Offline,0,0,0,38.67,0,Not_Canceled
2898,INN02899,2,2,0,2,Not Selected,0,Room_Type 6,0,2017,8,7,Online,0,0,0,153.0,1,Not_Canceled
9244,INN09245,2,0,2,2,Meal Plan 1,0,Room_Type 4,34,2018,3,20,Offline,0,0,0,73.8,0,Not_Canceled
34961,INN34962,2,0,1,3,Meal Plan 1,0,Room_Type 1,116,2018,5,19,Online,0,0,0,136.0,1,Canceled
2868,INN02869,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60.0,0,Canceled
28540,INN28541,2,2,1,1,Meal Plan 1,0,Room_Type 6,21,2018,4,11,Online,0,0,0,196.0,0,Canceled
16540,INN16541,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Canceled
34417,INN34418,1,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,90.0,0,Canceled
25723,INN25724,2,0,0,4,Not Selected,0,Room_Type 1,46,2018,11,22,Online,0,0,0,74.8,1,Canceled
19064,INN19065,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
5345,INN05346,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
20909,INN20910,2,0,5,12,Meal Plan 1,0,Room_Type 4,5,2018,1,15,Online,0,0,0,88.12,1,Not_Canceled
1101,INN01102,2,0,2,1,Meal Plan 1,0,Room_Type 1,66,2017,7,11,Online,0,0,0,58.9,0,Not_Canceled
31929,INN31930,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,9,20,Online,0,0,0,168.3,0,Canceled
36263,INN36264,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,1.0,0,Not_Canceled
25512,INN25513,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75.0,0,Canceled
15500,INN15501,2,0,0,1,Meal Plan 1,0,Room_Type 1,49,2018,9,2,Online,0,0,0,109.8,3,Not_Canceled
8195,INN08196,3,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,2,9,Online,0,0,0,136.0,0,Canceled
34581,INN34582,2,0,0,4,Meal Plan 1,0,Room_Type 6,158,2018,5,25,Online,0,0,0,198.9,0,Canceled
20843,INN20844,2,0,2,2,Meal Plan 1,0,Room_Type 1,83,2018,5,1,Offline,0,0,0,75.0,0,Not_Canceled
16008,INN16009,2,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,140.0,0,Canceled
4309,INN04310,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,8,16,Online,0,0,0,135.9,2,Not_Canceled
21991,INN21992,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
10245,INN10246,1,0,0,1,Not Selected,0,Room_Type 1,20,2018,6,2,Offline,0,0,0,85.0,0,Not_Canceled
25316,INN25317,2,0,2,1,Meal Plan 1,0,Room_Type 1,124,2018,10,9,Online,0,0,0,118.8,2,Not_Canceled
24978,INN24979,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,0,0,0,60.0,0,Not_Canceled
9614,INN09615,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
9119,INN09120,2,0,2,2,Meal Plan 1,0,Room_Type 4,22,2018,8,21,Online,0,0,0,166.0,0,Canceled
24250,INN24251,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90.0,0,Not_Canceled
21710,INN21711,2,0,1,1,Meal Plan 1,0,Room_Type 1,210,2018,5,2,Online,0,0,0,88.7,0,Canceled
20569,INN20570,2,1,0,3,Meal Plan 1,0,Room_Type 6,176,2018,9,15,Online,0,0,0,198.9,0,Canceled
11730,INN11731,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2017,10,9,Online,0,0,0,94.5,1,Not_Canceled
6629,INN06630,1,0,2,5,Meal Plan 1,0,Room_Type 4,1,2018,5,24,Online,0,0,0,148.04,0,Canceled
32634,INN32635,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,12,20,Online,0,0,0,89.5,1,Not_Canceled
29694,INN29695,2,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,7,1,Online,0,0,0,166.0,2,Not_Canceled
17652,INN17653,2,0,2,2,Meal Plan 1,0,Room_Type 1,90,2018,5,7,Online,0,0,0,119.85,0,Not_Canceled
33565,INN33566,2,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,12,4,Offline,0,0,0,89.0,0,Not_Canceled
4459,INN04460,1,0,0,4,Meal Plan 1,0,Room_Type 1,237,2018,10,12,Online,0,0,0,107.53,1,Canceled
20561,INN20562,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,91.0,0,Not_Canceled
33498,INN33499,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,10,Online,0,0,0,109.0,0,Not_Canceled
21299,INN21300,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,115.2,0,Canceled
17224,INN17225,3,0,1,2,Meal Plan 1,0,Room_Type 4,95,2018,10,7,Online,0,0,0,151.2,2,Not_Canceled
36217,INN36218,2,0,2,1,Meal Plan 1,0,Room_Type 2,3,2017,8,9,Online,0,0,0,0.0,2,Not_Canceled
851,INN00852,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,10,7,Corporate,0,0,0,85.5,0,Not_Canceled
11534,INN11535,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
28774,INN28775,2,0,1,2,Not Selected,0,Room_Type 1,178,2018,7,22,Online,0,0,0,88.5,0,Canceled
15857,INN15858,1,0,2,1,Not Selected,0,Room_Type 1,76,2018,7,24,Online,0,0,0,94.0,0,Not_Canceled
27187,INN27188,2,0,1,3,Meal Plan 1,0,Room_Type 1,92,2018,4,25,Online,0,0,0,90.95,0,Canceled
28572,INN28573,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
7905,INN07906,3,0,1,2,Meal Plan 1,0,Room_Type 4,47,2018,9,2,Online,0,0,0,142.2,3,Not_Canceled
595,INN00596,3,0,1,4,Meal Plan 1,0,Room_Type 4,84,2018,6,15,Online,0,0,0,170.1,2,Not_Canceled
4714,INN04715,2,0,0,3,Not Selected,0,Room_Type 1,5,2018,10,18,Online,0,0,0,112.0,0,Not_Canceled
11509,INN11510,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,Not_Canceled
30505,INN30506,2,0,2,5,Meal Plan 1,0,Room_Type 1,61,2018,12,22,Online,0,0,0,88.4,4,Not_Canceled
18305,INN18306,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,5,Online,1,1,0,69.0,0,Not_Canceled
31591,INN31592,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,2,15,Online,0,0,0,85.0,0,Not_Canceled
8211,INN08212,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,11,17,Corporate,1,2,10,65.0,0,Not_Canceled
2608,INN02609,2,0,1,1,Meal Plan 2,0,Room_Type 1,145,2018,10,22,Online,0,0,0,153.0,0,Canceled
5808,INN05809,2,0,1,1,Meal Plan 1,0,Room_Type 4,55,2018,9,3,Online,0,0,0,123.3,2,Not_Canceled
5286,INN05287,2,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,8,26,Online,0,0,0,90.0,2,Not_Canceled
36022,INN36023,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
21884,INN21885,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,12,18,Online,0,0,0,89.5,1,Not_Canceled
35791,INN35792,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,5,7,Online,0,0,0,126.9,0,Not_Canceled
18002,INN18003,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Canceled
32858,INN32859,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,8,1,Online,0,0,0,121.0,1,Not_Canceled
13924,INN13925,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
30203,INN30204,2,1,2,1,Meal Plan 1,0,Room_Type 1,70,2018,12,25,Online,0,0,0,109.8,2,Not_Canceled
8227,INN08228,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,8,Corporate,0,0,0,161.88,0,Not_Canceled
1355,INN01356,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
6785,INN06786,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,Canceled
11921,INN11922,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
8069,INN08070,2,0,0,1,Meal Plan 2,0,Room_Type 4,4,2018,3,5,Online,0,0,0,154.0,0,Canceled
32144,INN32145,3,0,1,3,Meal Plan 1,0,Room_Type 4,42,2018,8,29,Online,0,0,0,144.23,0,Canceled
14339,INN14340,1,0,2,1,Not Selected,0,Room_Type 1,9,2017,11,1,Online,0,0,0,75.0,1,Not_Canceled
31906,INN31907,2,0,0,2,Meal Plan 1,0,Room_Type 1,85,2018,9,29,Corporate,0,0,0,129.73,0,Not_Canceled
14271,INN14272,2,0,1,0,Meal Plan 1,0,Room_Type 4,57,2018,6,27,Online,0,0,0,87.32,1,Not_Canceled
30048,INN30049,2,0,1,2,Not Selected,0,Room_Type 1,80,2018,3,25,Online,0,0,0,85.5,0,Canceled
33458,INN33459,2,0,1,0,Meal Plan 1,0,Room_Type 5,0,2017,11,16,Complementary,0,0,0,0.0,0,Not_Canceled
9220,INN09221,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
35781,INN35782,2,0,0,3,Meal Plan 1,0,Room_Type 1,190,2018,11,3,Online,0,0,0,90.9,0,Canceled
17569,INN17570,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
13330,INN13331,2,0,2,3,Meal Plan 1,0,Room_Type 1,39,2018,2,11,Online,0,0,0,80.3,1,Not_Canceled
6171,INN06172,2,0,0,2,Not Selected,0,Room_Type 1,44,2018,6,22,Online,0,0,0,89.1,1,Canceled
32924,INN32925,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,9,23,Online,0,0,0,72.2,0,Not_Canceled
6651,INN06652,2,0,2,4,Meal Plan 1,0,Room_Type 1,132,2018,7,21,Online,0,0,0,102.28,0,Canceled
1668,INN01669,2,0,2,1,Not Selected,0,Room_Type 1,95,2018,10,30,Online,0,0,0,79.8,2,Canceled
17212,INN17213,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,2017,10,11,Online,0,0,0,126.0,0,Not_Canceled
24409,INN24410,2,0,1,2,Not Selected,0,Room_Type 1,7,2018,2,5,Online,0,0,0,79.0,0,Canceled
27485,INN27486,2,0,1,2,Meal Plan 1,0,Room_Type 4,44,2018,11,4,Online,0,0,0,110.13,2,Not_Canceled
33728,INN33729,1,0,0,3,Meal Plan 1,0,Room_Type 1,2,2018,11,16,Offline,0,0,0,120.0,0,Not_Canceled
34001,INN34002,2,0,1,1,Not Selected,0,Room_Type 1,37,2018,9,26,Online,0,0,0,108.0,2,Not_Canceled
9757,INN09758,2,0,2,4,Meal Plan 1,0,Room_Type 4,88,2018,9,4,Online,0,0,0,149.4,0,Canceled
26385,INN26386,2,0,1,2,Not Selected,0,Room_Type 1,0,2018,2,12,Online,0,0,0,63.2,1,Not_Canceled
25162,INN25163,3,0,0,3,Meal Plan 1,0,Room_Type 4,118,2018,6,2,Online,0,0,0,159.3,0,Canceled
3162,INN03163,3,0,1,3,Meal Plan 1,0,Room_Type 7,70,2018,7,14,Online,0,0,0,165.63,2,Not_Canceled
15993,INN15994,2,0,2,5,Meal Plan 1,0,Room_Type 1,69,2017,7,22,Online,0,0,0,76.5,2,Canceled
11922,INN11923,2,0,1,1,Meal Plan 3,1,Room_Type 4,4,2018,1,9,Complementary,0,0,0,0.0,1,Not_Canceled
32068,INN32069,1,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,11,22,Corporate,1,0,4,65.0,0,Not_Canceled
16780,INN16781,1,0,0,1,Meal Plan 1,1,Room_Type 1,41,2018,4,19,Online,0,0,0,99.9,1,Not_Canceled
6256,INN06257,2,0,1,2,Meal Plan 1,0,Room_Type 1,9,2018,8,12,Online,0,0,0,154.33,0,Not_Canceled
19635,INN19636,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,2,12,Complementary,0,0,0,2.0,0,Not_Canceled
23281,INN23282,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,11,Corporate,0,0,0,75.0,1,Not_Canceled
32249,INN32250,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,107.0,1,Canceled
14486,INN14487,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70.0,0,Canceled
8295,INN08296,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Canceled
12556,INN12557,2,0,0,5,Meal Plan 1,0,Room_Type 4,10,2018,3,1,Online,0,0,0,118.8,0,Not_Canceled
18264,INN18265,2,0,2,2,Meal Plan 1,0,Room_Type 4,78,2018,10,21,Online,0,0,0,132.3,0,Canceled
4858,INN04859,3,0,0,2,Meal Plan 1,0,Room_Type 4,72,2018,4,13,Online,0,0,0,137.7,2,Not_Canceled
7836,INN07837,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
20400,INN20401,2,0,0,2,Meal Plan 1,0,Room_Type 5,7,2018,9,30,Offline,0,0,0,176.0,0,Not_Canceled
32,INN00033,0,2,0,3,Meal Plan 1,0,Room_Type 2,56,2018,12,7,Online,0,0,0,82.44,1,Not_Canceled
16778,INN16779,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,24,Corporate,1,2,21,65.0,1,Not_Canceled
20609,INN20610,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Complementary,0,0,0,0.0,0,Not_Canceled
32042,INN32043,2,2,2,3,Meal Plan 1,0,Room_Type 6,43,2018,2,25,Online,0,0,0,152.05,0,Not_Canceled
32420,INN32421,1,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,3,17,Corporate,0,0,0,70.0,1,Not_Canceled
16596,INN16597,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87.0,0,Not_Canceled
24916,INN24917,2,0,2,0,Meal Plan 1,1,Room_Type 1,53,2018,9,18,Offline,0,0,0,94.5,0,Not_Canceled
24098,INN24099,1,0,1,3,Meal Plan 1,0,Room_Type 1,7,2018,2,15,Online,0,0,0,66.22,1,Canceled
9273,INN09274,1,0,0,1,Meal Plan 2,0,Room_Type 1,40,2018,7,26,Offline,0,0,0,95.0,0,Not_Canceled
29265,INN29266,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,75.0,0,Not_Canceled
20057,INN20058,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Canceled
3271,INN03272,2,0,0,4,Not Selected,0,Room_Type 1,12,2018,11,1,Online,0,0,0,93.5,1,Not_Canceled
7189,INN07190,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,12,14,Complementary,0,0,0,0.0,0,Not_Canceled
216,INN00217,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2017,10,15,Online,0,0,0,89.25,2,Not_Canceled
6107,INN06108,2,0,2,1,Not Selected,0,Room_Type 1,0,2018,6,18,Online,0,0,0,129.0,2,Not_Canceled
2425,INN02426,2,0,2,7,Meal Plan 1,0,Room_Type 4,24,2018,4,28,Offline,0,0,0,107.0,0,Not_Canceled
20334,INN20335,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
4729,INN04730,3,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,5,20,Online,0,0,0,197.0,0,Not_Canceled
22876,INN22877,2,0,0,4,Meal Plan 1,0,Room_Type 1,47,2018,5,11,Online,0,0,0,92.28,1,Not_Canceled
25341,INN25342,2,1,1,1,Meal Plan 1,0,Room_Type 1,7,2018,4,16,Online,0,0,0,143.0,1,Not_Canceled
33446,INN33447,2,0,2,2,Meal Plan 1,0,Room_Type 1,42,2018,3,6,Online,0,0,0,80.76,1,Canceled
25135,INN25136,2,1,1,1,Meal Plan 1,0,Room_Type 1,136,2018,7,16,Online,0,0,0,121.5,0,Canceled
23381,INN23382,2,0,0,1,Meal Plan 2,0,Room_Type 7,0,2018,11,29,Complementary,1,0,2,0.0,3,Not_Canceled
20964,INN20965,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,12,16,Online,0,0,0,78.0,2,Not_Canceled
12764,INN12765,2,0,0,5,Meal Plan 2,0,Room_Type 1,26,2018,3,1,Online,0,0,0,90.44,0,Not_Canceled
7958,INN07959,2,0,0,2,Not Selected,1,Room_Type 1,32,2018,5,18,Online,0,0,0,125.1,1,Not_Canceled
312,INN00313,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2017,12,26,Online,0,0,0,59.09,0,Not_Canceled
15660,INN15661,2,0,2,0,Meal Plan 1,0,Room_Type 1,18,2017,12,6,Online,0,0,0,107.0,0,Not_Canceled
34148,INN34149,2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90.0,0,Not_Canceled
1266,INN01267,2,1,1,3,Meal Plan 1,0,Room_Type 4,85,2018,8,29,Online,0,0,0,143.1,0,Not_Canceled
1458,INN01459,2,0,2,1,Not Selected,0,Room_Type 1,54,2018,2,27,Online,0,0,0,73.5,1,Canceled
16985,INN16986,2,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,76.67,0,Not_Canceled
876,INN00877,2,1,2,1,Not Selected,0,Room_Type 1,73,2018,4,3,Online,0,0,0,94.0,1,Not_Canceled
4172,INN04173,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,94.5,0,Canceled
9312,INN09313,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0,Not_Canceled
27952,INN27953,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
16225,INN16226,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,9,27,Online,0,0,0,154.0,1,Canceled
4064,INN04065,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,2,13,Offline,0,0,0,85.0,0,Not_Canceled
17361,INN17362,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0,Not_Canceled
29390,INN29391,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,6,14,Corporate,0,0,0,95.0,0,Canceled
20853,INN20854,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Canceled
2622,INN02623,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,10,4,Online,0,0,0,125.1,1,Not_Canceled
22200,INN22201,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
24764,INN24765,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
24399,INN24400,2,1,1,5,Meal Plan 1,0,Room_Type 1,153,2018,8,9,Online,0,0,0,123.25,1,Canceled
34598,INN34599,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,2017,11,7,Offline,0,0,0,60.0,1,Not_Canceled
4564,INN04565,2,0,2,5,Meal Plan 1,0,Room_Type 1,13,2017,11,8,Online,0,0,0,90.95,1,Not_Canceled
34135,INN34136,2,0,1,4,Meal Plan 1,0,Room_Type 4,62,2018,9,14,Online,0,0,0,149.4,3,Not_Canceled
14191,INN14192,2,0,2,2,Meal Plan 1,0,Room_Type 4,36,2018,12,3,Online,0,0,0,96.9,0,Not_Canceled
36161,INN36162,1,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,10,28,Offline,0,0,0,62.0,0,Not_Canceled
12844,INN12845,2,2,2,2,Meal Plan 1,0,Room_Type 6,50,2018,12,23,Online,0,0,0,156.6,0,Canceled
35725,INN35726,3,0,0,2,Meal Plan 1,0,Room_Type 4,204,2018,10,7,Online,0,0,0,141.3,0,Canceled
4034,INN04035,3,0,0,2,Meal Plan 1,0,Room_Type 4,24,2018,7,26,Online,0,0,0,187.0,0,Canceled
28124,INN28125,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,2018,4,4,Online,0,0,0,87.55,1,Not_Canceled
35926,INN35927,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,9,Online,0,0,0,108.0,1,Not_Canceled
2736,INN02737,2,0,0,1,Meal Plan 1,0,Room_Type 1,154,2018,11,30,Offline,0,0,0,68.0,0,Not_Canceled
21384,INN21385,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Offline,0,0,0,115.0,0,Canceled
24856,INN24857,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,10,26,Online,0,0,0,90.9,2,Not_Canceled
18519,INN18520,2,0,0,2,Meal Plan 1,1,Room_Type 1,30,2018,7,12,Online,0,0,0,144.9,1,Not_Canceled
6824,INN06825,2,0,1,1,Meal Plan 1,0,Room_Type 4,33,2017,10,19,Online,0,0,0,105.3,2,Not_Canceled
8078,INN08079,1,0,0,2,Not Selected,0,Room_Type 1,30,2018,11,16,Online,0,0,0,82.0,0,Not_Canceled
19514,INN19515,3,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,12,27,Offline,0,0,0,81.0,1,Not_Canceled
